Vernier Format 2
Sin título.cmbl 20/01/2026 14:55:20 .
Último
Tiempo	Potencial	Corriente	Angulo	Velocidad 1	Aceleración 1	Posición	Velocidad 2	Aceleración 2
t	Pot	I	Angulo	v 1	a 1	x	v 2	a 2
s	V	A	rad	rad/s	rad/s²	m	m/s	m/s²

0	 	 	0	-0.126051557088	0.527638889607	0.4296075	-0.00543083333333	0.0271568132716
0.1	 	 	-0.0174532925199	-0.0702979837608	0.488449783717	0.42875	-0.00221520833333	0.0177428395062
0.2	 	 	-0.0174532925199	-0.0203621746066	0.47632944169	0.429093	-8.575E-005	-0.00346572916667
0.3	 	 	-0.0174532925199	0.0048481368111	0.707423963019	0.429093	-0.00152444444444	-0.0438317476852
0.4	 	 	-0.0174532925199	0.0630257785442	1.55961867804	0.42875	-0.00533555555556	-0.127488283179
0.5	 	 	-0.0174532925199	0.26664752461	2.87144369684	0.4289215	-0.0212469444444	-0.261010825617
0.6	 	 	0.01745329252	0.659346606309	3.91352377029	0.426692	-0.0588816666667	-0.370537924383
0.7	 	 	0.10471975512	1.14900842423	3.9889392318	0.4182885	-0.107282777778	-0.359845640432
0.8	 	 	0.261799387799	1.51746682187	3.46103100125	0.4035395	-0.140534722222	-0.243725848765
0.9	 	 	0.418879020479	1.78896248329	3.34117428565	0.3884475	-0.155540972222	-0.105626003086
1	 	 	0.610865238198	2.13318019688	3.64687624568	0.3723265	-0.163020277778	0.0658607638889
1.1	 	 	0.837758040957	2.54527182583	3.61320862894	0.354662	-0.151920416667	0.328483371914
1.2	 	 	1.11701072128	2.95736345477	2.53853830248	0.338541	-0.102852361111	0.630990316358
1.3	 	 	1.44862327916	3.15128892721	0.569656075303	0.3304805	-0.0158161111111	0.824113078704
1.4	 	 	1.78023583703	3.02038923331	-0.817449734537	0.3345965	0.0813195833333	0.816332060185
1.5	 	 	2.05948851735	2.81191935044	-0.397277877576	0.3490025	0.158065833333	0.682612345679
1.6	 	 	2.32128790515	2.81676748725	1.38710580984	0.3678675	0.216280555556	0.534720061728
1.7	 	 	2.60054058547	3.07856687505	3.3209737156	0.392735	0.26453875	0.365866666667
1.8	 	 	2.91469985083	3.57792496659	4.20037186495	0.4213755	0.29883875	0.0903286265432
1.9	 	 	3.31612557879	4.07243492132	3.49065850399	0.455161	0.298362361111	-0.339347685185
2	 	 	3.75245789179	4.34393058274	2.04833780269	0.4868885	0.23452625	-0.802596180556
2.1	 	 	4.20624349731	4.40695636129	1.17163306268	0.505925	0.124099305556	-1.12524378858
2.2	 	 	4.62512251778	4.50391909751	0.934613040806	0.512785	-0.00524027777778	-1.26617550154
